0	6
1	2
2	8
3	9
4	10
5	4
6	4
7	3
8	1
9	2
10	7
11	8
12	9
13	12
14	4
15	3
16	12
17	5
18	14
19	11
20	6
21	9
22	13
23	3
24	10
25	8
26	6
27	11
28	1
29	15
30	14
31	11
32	2
33	1
34	10
35	5
36	13
37	6
38	14
39	8
40	1
41	9
42	2
43	15
44	0
45	0
46	9
47	9
48	12
49	5
50	14
51	12
52	1
53	6
54	9
55	15
56	9
57	13
58	7
59	8
60	12
61	7
62	8
63	13
64	8
65	13
66	6
67	1
68	14
69	11
70	15
71	13
72	5
73	15
74	0
75	12
76	14
77	10
78	14
79	13
80	1
81	3
82	3
83	10
84	11
85	4
86	5
87	5
88	14
89	15
90	15
91	13
92	3
93	1
94	13
95	15
96	14
97	8
98	5
99	0
100	3
101	11
102	14
103	2
104	0
105	1
106	12
107	8
108	15
109	5
110	1
111	5
112	14
113	14
114	2
115	5
116	14
117	2
118	1
119	14
120	9
121	10
122	12
123	13
124	0
125	14
126	15
127	1
128	12
129	8
130	2
131	12
132	9
133	2
134	0
135	3
136	10
137	3
138	6
139	9
140	3
141	10
142	11
143	8
144	11
145	2
146	12
147	9
148	10
149	1
150	3
151	13
152	6
153	13
154	8
155	3
156	10
157	0
158	1
159	9
160	1
161	13
162	0
163	2
164	3
165	2
166	2
167	3
168	15
169	15
170	8
171	3
172	4
173	11
174	10
175	5
176	9
177	13
178	9
179	11
180	10
181	11
182	2
183	9
184	5
185	5
186	5
187	12
188	1
189	15
190	12
191	15
192	11
193	5
194	9
195	10
196	6
197	14
198	11
199	6
200	15
201	7
202	11
203	14
204	5
205	6
206	11
207	5
208	5
209	10
210	2
211	1
212	7
213	5
214	0
215	9
216	13
217	3
218	13
219	6
220	9
221	5
222	13
223	1
224	9
225	6
226	15
227	12
228	6
229	10
230	4
231	9
232	10
233	8
234	6
235	9
236	1
237	11
238	11
239	10
240	11
241	4
242	9
243	9
244	4
245	14
246	6
247	7
248	13
249	7
250	15
251	8
252	13
253	0
254	15
255	0
256	0
257	7
258	10
259	2
260	13
261	3
262	10
263	3
264	3
265	6
266	12
267	2
268	13
269	3
270	11
271	3
272	2
273	1
274	1
275	3
276	11
277	15
278	6
279	8
280	0
281	13
282	6
283	15
284	0
285	0
286	4
287	12
288	11
289	7
290	5
291	6
292	10
293	1
294	15
295	5
296	14
297	12
298	3
299	12
300	10
301	5
302	7
303	4
304	11
305	6
306	0
307	6
308	5
309	15
310	5
311	7
312	12
313	12
314	13
315	3
316	9
317	13
318	13
319	2
320	11
321	12
322	3
323	3
324	0
325	13
326	2
327	1
328	7
329	9
330	7
331	15
332	1
333	6
334	6
335	3
336	10
337	5
338	12
339	14
340	6
341	10
342	12
343	9
344	3
345	11
346	5
347	8
348	10
349	12
350	12
351	15
352	13
353	8
354	0
355	12
356	0
357	10
358	15
359	14
360	1
361	4
362	5
363	11
364	11
365	12
366	2
367	0
368	12
369	11
370	8
371	9
372	11
373	14
374	1
375	8
376	1
377	0
378	2
379	13
380	13
381	0
382	10
383	0
384	11
385	15
386	6
387	10
388	2
389	1
390	6
391	0
392	0
393	1
394	2
395	12
396	7
397	13
398	6
399	11
400	3
401	13
402	13
403	13
404	2
405	11
406	2
407	3
408	5
409	3
410	9
411	12
412	3
413	6
414	5
415	11
416	13
417	1
418	3
419	10
420	5
421	11
422	12
423	3
424	11
425	6
426	3
427	6
428	12
429	15
430	12
431	3
432	2
433	4
434	6
435	11
436	9
437	8
438	10
439	10
440	1
441	12
442	10
443	14
444	5
445	6
446	0
447	2
448	13
449	6
450	1
451	4
452	2
453	2
454	1
455	1
456	14
457	2
458	6
459	6
460	1
461	15
462	9
463	1
464	11
465	11
466	13
467	2
468	3
469	6
470	3
471	5
472	13
473	5
474	13
475	13
476	8
477	14
478	15
479	0
480	11
481	14
482	0
483	15
484	9
485	8
486	11
487	11
488	1
489	2
490	6
491	3
492	0
493	4
494	9
495	8
496	10
497	13
498	8
499	15
500	12
501	2
502	10
503	9
504	10
505	9
506	12
507	0
508	1
509	11
510	14
511	15
512	13
513	13
514	5
515	8
516	15
517	12
518	4
519	2
520	10
521	1
522	5
523	15
524	9
525	0
526	0
527	5
528	8
529	9
530	11
531	10
532	0
533	2
534	3
535	9
536	1
537	6
538	1
539	14
540	0
541	10
542	13
543	15
544	1
545	8
546	0
547	12
548	15
549	14
550	5
551	13
552	14
553	0
554	10
555	3
556	2
557	2
558	12
559	6
560	1
561	12
562	5
563	9
564	1
565	10
566	2
567	3
568	9
569	4
570	2
571	5
572	6
573	2
574	11
575	6
576	12
577	11
578	14
579	9
580	0
581	1
582	15
583	15
584	5
585	12
586	5
587	10
588	8
589	1
590	5
591	0
592	15
593	10
594	12
595	12
596	0
597	2
598	10
599	2
600	13
601	15
602	0
603	0
604	0
605	9
606	12
607	13
608	3
609	0
610	15
611	9
612	15
613	15
614	13
615	6
616	11
617	2
618	3
619	10
620	14
621	6
622	0
623	13
624	15
625	12
626	12
627	1
628	0
629	11
630	10
631	15
632	9
633	1
634	6
635	15
636	7
637	6
638	9
639	8
640	5
641	11
642	3
643	11
644	8
645	9
646	0
647	15
648	3
649	7
650	6
651	9
652	10
653	12
654	2
655	3
656	0
657	8
658	15
659	6
660	3
661	9
662	2
663	10
664	5
665	10
666	2
667	5
668	10
669	5
670	5
671	2
