0	0	4
1	0	4
2	0	4
0	1	2
1	1	1
0	2	3
1	2	2
2	2	2
2	6	4
3	6	4
4	6	4
2	8	4
3	8	4
4	8	4
2	10	4
3	10	4
4	10	4
4	14	3
0	18	5
2	18	5
0	19	4
2	19	4
3	21	1
5	21	3
3	22	0
5	22	0
3	23	4
5	23	4
6	27	4
3	27	4
4	27	4
7	27	4
8	30	0
3	30	0
8	31	0
3	31	0
0	33	2
0	34	2
0	35	3
0	37	1
2	37	1
0	39	3
2	39	2
3	39	2
9	39	2
0	40	2
2	40	1
3	40	3
9	40	3
8	42	0
10	42	0
8	43	0
10	43	0
10	44	3
8	45	1
8	46	0
2	50	5
8	52	2
3	52	1
7	52	2
11	52	3
1	54	2
3	54	1
0	58	2
2	58	2
8	58	2
0	59	2
2	59	2
8	59	1
3	60	5
5	60	5
12	60	5
13	60	5
3	62	2
5	62	3
12	62	2
13	62	2
0	63	3
2	63	2
4	63	2
0	64	2
2	64	3
5	64	2
4	64	2
4	69	2
15	69	4
11	69	2
2	70	0
4	70	0
15	70	2
11	70	0
2	71	4
4	71	4
2	72	1
8	72	1
4	72	1
0	74	0
2	74	0
8	74	3
4	74	0
8	75	1
8	76	0
2	79	4
2	80	0
0	81	3
8	81	3
2	83	1
3	83	3
6	85	2
6	86	3
6	89	1
3	89	3
16	89	2
2	90	1
8	90	3
3	90	3
17	90	2
13	90	2
2	91	4
8	91	4
3	91	4
17	91	4
13	91	4
2	92	4
3	92	4
17	92	4
13	92	4
13	95	2
2	98	4
11	98	2
16	98	4
3	99	0
4	99	0
18	99	0
3	101	4
4	101	4
18	101	4
7	105	5
2	108	0
8	108	0
20	108	0
2	109	3
8	109	2
20	109	1
2	110	0
20	110	4
2	114	1
3	114	1
11	114	3
2	117	5
8	117	5
2	119	5
0	120	4
12	120	4
7	120	4
0	121	2
0	123	2
2	123	2
8	123	2
0	125	2
2	125	2
8	126	4
17	126	4
8	127	2
17	127	2
8	128	5
17	128	4
0	131	0
6	131	0
8	133	0
3	133	0
3	134	3
0	135	3
2	135	2
6	135	2
0	136	1
2	136	2
6	136	3
0	137	2
2	137	3
6	137	2
0	138	3
2	138	1
3	138	1
17	138	3
0	139	3
2	139	2
3	139	3
17	139	3
0	141	2
2	141	2
8	141	3
21	141	2
0	143	4
2	143	4
2	144	5
3	144	5
4	144	5
2	145	3
3	145	3
4	145	2
0	153	5
2	153	5
4	153	5
0	154	0
2	154	0
4	154	0
0	155	5
2	155	5
4	155	5
0	156	3
23	156	1
23	157	2
6	159	3
11	159	1
0	162	2
8	162	2
6	162	2
3	162	2
4	162	2
2	165	1
8	165	1
17	165	1
2	168	3
3	168	1
2	171	0
3	171	0
5	171	0
13	171	0
2	172	0
3	172	0
5	172	0
13	172	0
18	172	0
2	173	1
3	173	3
5	173	1
18	173	1
0	174	4
2	174	4
8	174	4
4	174	4
7	174	4
0	176	4
2	176	4
8	176	1
4	176	4
7	176	4
18	177	0
18	178	2
18	179	2
6	181	5
6	182	2
2	184	2
0	186	3
5	186	2
0	187	0
5	187	0
0	189	0
6	189	3
5	189	0
25	189	0
0	191	4
6	191	4
5	191	4
25	191	5
2	192	2
3	192	3
4	192	2
15	192	2
18	192	2
23	192	2
2	193	2
3	193	3
4	193	1
15	193	1
18	193	1
0	195	4
6	195	4
0	201	5
1	201	5
18	201	0
0	203	2
1	203	2
18	203	2
6	207	0
6	209	4
8	210	0
6	210	0
26	210	0
8	211	3
6	211	3
26	211	2
0	214	2
12	214	2
15	214	5
0	215	5
12	215	5
15	215	2
3	219	1
5	219	1
8	222	3
0	225	0
8	225	0
0	226	2
8	226	1
0	227	2
8	227	4
2	230	5
3	230	5
3	231	0
18	231	0
3	232	4
18	232	4
3	233	1
18	233	0
0	234	0
2	234	0
3	234	0
5	234	0
12	234	0
18	234	0
0	235	0
2	235	0
3	235	0
5	235	0
12	235	0
0	236	3
2	236	3
3	236	3
5	236	2
12	236	3
18	236	3
6	239	4
0	240	5
2	240	5
3	240	5
8	243	1
3	243	1
18	243	1
0	246	4
2	246	4
8	246	4
0	247	2
2	247	2
8	247	3
0	248	0
2	248	0
0	250	2
12	250	2
27	250	2
1	252	5
28	252	5
1	254	2
28	254	2
0	256	5
2	256	5
8	256	5
0	257	0
8	257	0
2	258	2
14	258	4
13	258	3
25	258	2
3	261	5
14	261	5
3	263	3
14	263	3
0	264	3
3	264	1
0	265	3
3	265	1
0	266	2
3	266	3
0	270	2
2	270	2
0	272	4
2	272	4
2	274	0
8	274	0
4	274	0
26	274	0
0	281	0
4	281	0
12	281	1
13	281	0
18	281	0
2	282	1
4	282	1
15	282	5
2	283	0
4	283	1
0	284	5
2	284	5
4	284	5
0	285	5
18	285	5
1	288	1
8	288	1
3	288	1
0	289	0
1	289	0
8	289	0
3	289	0
0	290	2
1	290	2
8	290	4
3	290	3
2	294	1
8	294	1
3	294	1
2	297	3
6	297	2
2	299	1
6	299	2
0	300	0
12	300	0
0	302	4
12	302	4
0	304	0
2	304	0
3	304	0
0	306	5
6	306	5
5	309	5
5	310	2
5	311	5
16	312	2
16	314	0
8	316	4
0	318	0
4	318	0
0	319	2
4	319	1
6	322	3
22	322	2
0	324	5
0	325	3
0	327	5
3	327	5
26	327	5
11	327	5
0	328	3
3	328	3
26	328	3
11	328	1
0	330	5
3	330	5
2	335	5
3	335	5
0	338	0
1	338	0
2	338	0
3	338	0
4	338	0
0	339	0
3	339	0
13	339	0
0	340	2
3	340	2
13	340	3
0	342	3
3	342	2
16	342	2
31	342	2
0	343	5
3	343	5
16	343	5
31	343	5
2	345	1
8	345	1
2	346	5
8	346	5
12	346	5
2	348	2
2	349	0
2	350	4
8	351	1
6	351	1
7	351	4
8	352	5
6	352	5
7	352	5
8	353	0
6	353	4
7	353	4
2	356	1
4	356	1
11	356	1
18	356	1
2	357	4
30	357	4
2	360	5
22	360	5
15	360	5
13	360	5
2	362	1
22	362	2
15	362	5
13	362	2
6	363	4
3	363	4
32	363	3
24	363	1
3	368	4
11	368	4
2	373	1
29	373	3
11	373	1
2	375	2
8	375	3
3	375	2
26	375	3
0	378	4
2	378	4
5	378	4
33	378	4
0	379	4
2	379	4
5	379	4
33	379	4
0	380	3
2	380	2
5	380	2
33	380	2
2	381	1
3	381	1
2	382	2
3	382	2
4	382	2
2	383	4
3	383	4
4	383	4
0	385	3
8	385	1
4	385	1
0	386	0
6	386	0
4	386	0
8	393	4
3	393	4
5	393	4
11	393	4
8	394	3
3	394	3
5	394	2
3	395	3
5	395	1
11	395	5
0	396	2
8	396	2
0	398	2
8	398	2
0	400	4
2	400	4
8	400	4
6	400	4
0	401	0
2	401	0
6	401	0
8	402	3
6	402	2
3	406	4
19	406	4
3	407	3
15	409	4
6	412	0
6	413	5
2	414	5
34	414	5
2	415	0
34	415	0
2	417	2
3	417	2
14	417	3
12	417	3
2	419	2
3	419	3
14	419	1
12	419	2
8	421	5
16	421	5
16	422	4
0	423	0
18	423	0
0	427	0
2	427	0
5	427	0
6	431	1
4	431	1
2	433	5
3	433	5
4	433	5
8	435	1
3	435	1
8	436	2
3	436	3
8	437	3
3	437	1
0	438	2
2	438	3
8	438	2
0	440	5
2	440	5
8	440	5
2	441	4
3	441	4
12	441	4
11	441	4
13	441	4
2	442	4
3	442	4
12	442	4
11	442	4
13	442	4
0	445	0
8	445	0
3	445	0
0	446	5
8	446	4
3	446	5
0	447	5
3	447	5
4	447	5
7	447	3
35	447	5
0	448	5
3	448	5
4	448	5
7	448	5
35	448	5
0	449	5
3	449	5
4	449	5
7	449	5
35	449	4
0	451	5
2	451	5
8	451	5
3	451	5
4	451	5
0	453	5
8	453	5
0	454	4
8	454	4
2	456	4
3	456	4
20	456	4
0	459	3
0	460	5
0	461	0
2	462	1
2	464	5
0	467	0
3	467	0
0	468	0
8	468	0
3	468	0
0	469	4
8	469	4
3	469	4
0	470	5
3	470	5
2	472	3
8	472	2
4	472	2
17	472	2
2	473	4
8	473	1
4	473	4
17	473	4
3	474	4
4	474	4
18	474	4
0	478	5
8	478	5
0	480	4
8	480	4
26	480	4
18	480	4
8	483	5
1	488	2
2	488	2
8	488	0
3	488	2
2	491	4
7	491	4
2	493	5
8	493	5
5	493	5
0	497	5
7	497	5
17	497	5
0	498	3
24	498	2
0	500	3
3	500	3
5	500	4
3	501	5
3	503	4
3	505	5
4	505	5
3	506	3
4	506	3
0	507	3
6	507	3
6	509	3
0	510	2
8	510	3
3	510	3
26	510	2
0	513	2
2	513	1
6	513	2
3	513	1
0	514	2
2	514	2
6	514	2
3	514	3
0	516	5
2	516	5
8	516	5
4	516	5
12	516	5
36	516	5
0	523	4
0	524	0
18	525	4
18	527	3
2	528	2
3	528	3
2	529	5
3	529	5
2	530	4
3	530	4
2	531	2
2	532	4
11	532	4
2	533	1
0	535	2
3	535	1
5	535	1
0	536	2
3	536	1
5	536	3
0	537	5
2	537	5
6	537	5
37	537	5
0	538	2
2	538	1
6	538	1
0	539	2
2	539	1
6	539	1
37	539	2
18	540	2
0	544	5
3	544	5
5	544	5
4	544	5
0	545	1
3	545	1
5	545	1
8	546	5
6	546	5
5	546	5
18	546	5
3	550	4
4	550	4
2	556	5
8	556	5
29	556	5
13	556	5
2	569	3
17	569	3
33	569	2
0	571	2
38	571	3
0	572	3
38	572	3
2	573	1
8	573	1
6	573	3
0	577	2
39	577	1
2	579	4
26	579	4
2	581	4
26	581	4
0	582	5
2	582	5
3	582	5
5	582	5
22	582	5
0	583	5
2	583	5
3	583	5
5	583	5
22	583	5
0	584	0
2	584	0
3	584	0
5	584	0
22	584	0
0	585	0
3	585	5
0	587	5
3	587	5
3	588	4
4	588	4
3	589	0
4	589	0
3	590	4
4	590	4
0	591	3
8	591	2
12	591	3
0	594	0
5	594	0
6	597	1
0	598	4
6	598	4
0	599	2
6	599	2
6	600	2
5	600	2
21	600	2
6	602	1
21	602	5
0	607	5
0	608	2
0	611	2
2	611	2
8	611	2
6	611	2
0	617	4
2	623	1
39	623	1
21	623	1
15	623	1
18	623	1
4	626	1
0	627	2
2	627	1
0	628	3
2	628	2
3	628	2
0	629	4
2	629	4
3	629	4
2	630	4
3	630	4
2	631	4
3	631	4
2	635	1
4	635	3
20	635	0
2	640	1
3	640	1
4	640	1
18	640	1
0	642	4
3	642	4
4	642	4
0	643	4
3	643	4
4	643	4
2	648	4
2	649	1
2	651	1
2	653	5
6	657	3
5	657	1
6	659	3
5	659	2
2	660	0
3	660	0
2	661	4
3	661	4
2	663	4
8	663	4
3	663	4
3	667	3
32	667	5
0	669	2
2	669	3
18	669	3
0	670	2
2	670	3
18	670	2
0	671	1
2	671	3
18	671	1
6	672	0
2	675	5
8	675	5
4	675	5
37	675	5
2	676	4
8	676	4
4	676	4
0	679	4
8	679	4
3	679	4
0	680	0
8	680	0
3	680	0
3	684	1
3	686	0
2	690	5
8	690	5
3	690	5
2	691	3
8	691	4
3	691	4
0	694	4
1	694	4
3	694	4
25	694	4
3	699	1
3	700	2
3	701	5
6	703	2
3	703	3
26	703	2
0	705	5
2	705	5
26	705	5
12	705	5
15	705	5
41	705	5
0	706	3
2	706	3
26	706	2
12	706	2
15	706	2
41	706	2
2	708	2
8	708	3
6	708	3
2	710	5
8	710	1
6	710	5
1	712	1
8	712	1
0	716	2
8	716	2
6	716	3
5	716	2
0	717	4
8	717	4
6	717	4
0	718	0
8	718	0
6	718	0
0	719	5
8	719	2
6	719	5
0	722	2
2	722	2
34	722	2
18	723	1
0	731	5
4	731	5
12	731	5
2	732	1
2	733	0
2	734	4
0	739	2
18	739	0
0	740	5
18	740	5
8	743	5
7	743	5
25	743	0
2	744	2
8	744	2
4	744	2
8	747	0
6	747	0
8	748	2
6	748	2
8	753	5
8	754	2
8	755	3
0	756	2
8	756	2
6	756	3
3	756	3
4	756	2
0	757	2
8	757	1
6	757	1
3	757	1
4	757	1
15	757	0
0	760	4
2	760	4
4	760	4
12	760	4
0	761	3
2	761	2
4	761	2
0	764	3
0	767	0
2	767	0
18	768	2
18	769	4
6	772	3
3	772	3
18	772	2
6	773	3
3	773	3
18	773	2
8	774	0
4	774	0
8	775	2
4	775	2
8	776	0
4	776	0
0	781	0
5	781	0
26	781	0
2	783	0
8	783	0
5	783	5
12	783	0
2	784	2
8	784	3
12	784	3
2	786	1
2	787	1
26	787	2
0	791	3
0	795	3
2	795	4
7	795	4
0	796	3
2	796	2
7	796	3
3	800	3
4	800	3
0	801	0
2	801	0
6	801	0
17	801	0
0	803	5
2	803	5
6	803	5
17	803	5
2	804	5
3	804	5
4	804	5
0	808	3
8	808	3
13	808	2
0	809	3
13	809	3
3	812	3
2	817	1
0	818	5
2	818	5
12	818	5
7	818	5
25	818	0
6	819	4
3	819	4
4	819	4
16	819	4
6	820	0
3	820	0
4	820	0
16	820	0
8	827	5
6	827	5
2	829	5
8	829	5
3	831	4
3	833	3
2	834	2
6	834	2
2	835	5
6	835	5
38	837	4
8	837	4
0	840	3
8	840	3
0	842	0
0	843	2
2	843	2
3	843	2
9	843	0
17	843	2
0	847	2
2	847	1
0	848	2
2	848	2
26	848	2
26	850	2
7	850	2
21	850	2
26	851	2
7	851	2
0	852	0
2	852	0
3	852	0
26	852	0
42	852	0
0	853	3
2	853	1
3	853	4
26	853	3
42	853	2
0	856	0
1	856	0
7	856	0
18	856	0
43	856	1
0	857	5
1	857	5
7	857	5
18	857	5
43	857	4
8	858	5
6	858	5
3	858	5
5	858	5
25	858	5
8	859	0
6	859	0
3	859	0
5	859	0
25	859	0
8	860	0
6	860	3
3	860	1
5	860	2
25	860	0
2	861	5
5	861	5
29	861	5
44	861	5
2	862	2
5	862	2
29	862	2
44	862	3
2	863	3
5	863	3
29	863	2
44	863	2
0	864	1
6	864	1
18	864	1
0	866	0
2	866	0
6	866	0
3	866	0
18	866	0
0	869	4
2	869	4
39	869	4
4	869	4
2	872	0
6	872	0
3	872	0
8	873	1
17	873	1
8	874	4
17	874	4
2	880	4
18	880	2
0	883	4
3	883	4
13	883	4
8	885	3
3	885	1
4	885	1
17	885	2
8	886	5
3	886	0
4	886	5
17	886	5
2	888	5
3	888	5
2	890	3
3	890	2
6	892	0
14	892	0
46	892	0
6	893	2
14	893	1
46	893	2
0	898	4
0	899	2
8	900	0
6	900	0
3	900	0
3	905	1
4	905	1
27	905	2
0	907	4
2	907	4
17	907	4
25	907	4
0	909	3
8	909	3
0	910	2
8	910	1
0	911	3
8	911	1
0	912	2
2	912	1
3	912	1
4	912	1
0	914	0
2	914	0
3	914	0
4	914	0
0	915	0
2	915	0
5	915	0
0	916	2
2	916	3
5	916	2
1	921	2
4	921	1
1	922	4
4	922	4
0	924	4
3	924	4
14	924	4
0	925	4
3	925	4
14	925	5
0	926	5
3	926	5
14	926	0
0	927	5
3	927	5
4	927	5
7	927	5
11	927	5
3	928	1
4	928	3
7	928	4
11	928	1
0	930	3
2	930	1
8	930	3
26	930	3
14	930	4
13	930	2
0	931	5
2	931	5
8	931	5
26	931	5
14	931	5
13	931	5
24	931	5
0	932	5
2	932	5
26	932	5
14	932	3
13	932	5
0	933	5
2	933	5
3	933	5
45	933	5
0	934	4
2	934	4
3	934	4
45	934	0
0	935	0
2	935	0
3	935	0
8	937	0
18	937	0
18	938	1
8	940	1
5	940	1
18	940	1
2	943	5
8	943	5
3	943	5
5	943	5
21	943	5
2	944	4
8	944	3
3	944	4
5	944	4
21	944	0
2	946	2
6	946	2
13	946	2
2	947	5
6	947	5
13	947	5
2	948	3
6	948	2
3	948	2
13	948	3
2	952	4
8	952	4
3	952	4
4	952	4
13	952	4
2	953	2
8	953	2
3	953	3
4	953	2
13	953	2
3	954	3
5	954	1
3	955	3
5	955	1
0	957	0
2	957	0
4	957	0
2	961	1
3	961	3
3	963	5
13	963	0
18	963	0
13	965	2
18	965	1
8	966	1
5	966	1
8	967	1
5	967	1
8	968	0
3	968	0
5	968	0
0	969	5
6	969	5
14	969	5
0	970	2
6	970	2
14	970	2
2	976	4
3	976	5
2	978	2
2	981	0
8	981	0
18	981	0
4	984	2
4	985	4
0	988	5
2	988	5
8	988	5
41	988	5
8	990	1
6	990	1
5	990	2
4	990	1
8	992	0
6	992	0
5	992	5
4	992	0
2	994	1
8	994	1
2	995	2
8	995	0
6	997	1
3	997	3
22	997	1
6	998	4
3	998	4
22	998	4
0	1001	2
2	1002	5
8	1002	5
15	1002	4
2	1003	4
8	1003	4
15	1003	4
0	1007	5
2	1007	5
3	1010	4
22	1010	4
12	1010	4
12	1011	0
3	1014	4
0	1017	5
8	1017	5
5	1017	5
26	1017	5
0	1018	3
8	1018	3
5	1018	2
26	1018	2
3	1024	0
15	1024	0
0	1027	5
2	1027	5
4	1027	5
47	1027	5
0	1031	2
25	1031	2
41	1031	2
2	1032	2
3	1035	3
24	1035	2
48	1035	3
3	1036	3
24	1036	2
0	1038	4
2	1038	4
6	1038	4
3	1038	4
4	1038	4
21	1038	4
0	1039	3
2	1039	3
6	1039	2
3	1039	3
4	1039	1
21	1039	2
0	1042	2
6	1042	1
2	1044	0
8	1044	0
6	1044	0
3	1044	0
46	1044	0
0	1047	2
5	1047	2
0	1050	2
6	1050	3
0	1052	2
6	1052	3
0	1056	2
26	1056	1
18	1056	1
0	1057	1
26	1057	2
18	1057	0
0	1059	3
6	1059	3
3	1059	2
0	1061	5
6	1061	5
3	1061	5
0	1062	5
6	1062	5
3	1062	5
4	1062	5
18	1062	5
0	1063	2
6	1063	1
4	1063	1
18	1063	1
2	1067	4
0	1071	5
2	1071	5
4	1071	5
0	1072	5
2	1072	5
4	1072	5
8	1076	1
2	1078	2
3	1078	2
4	1078	2
26	1078	2
49	1078	0
2	1079	1
3	1079	1
4	1079	1
49	1079	5
8	1080	0
3	1080	5
8	1081	5
3	1081	5
26	1084	2
2	1087	5
3	1087	5
39	1087	5
17	1087	5
2	1088	4
3	1088	4
39	1088	4
17	1088	4
0	1089	2
2	1089	2
8	1089	2
15	1089	3
8	1092	5
4	1092	5
8	1094	5
4	1094	5
8	1098	0
3	1098	0
5	1098	0
12	1098	0
25	1098	0
0	1101	4
3	1101	4
12	1101	4
0	1103	1
12	1103	2
2	1108	2
8	1108	2
5	1108	2
4	1108	2
12	1108	2
0	1110	0
2	1110	0
3	1110	0
4	1110	0
0	1112	5
2	1112	5
3	1112	5
4	1112	5
0	1115	5
3	1115	5
50	1115	0
8	1116	1
8	1117	5
3	1119	1
8	1121	5
3	1121	1
0	1122	3
2	1122	1
8	1122	2
4	1122	1
0	1123	0
2	1123	0
8	1123	0
4	1123	0
0	1124	2
2	1124	3
8	1124	1
4	1124	3
0	1127	3
2	1127	1
0	1128	5
4	1128	5
16	1128	5
0	1131	2
2	1131	2
38	1134	4
0	1137	0
3	1137	0
12	1137	0
21	1137	0
2	1143	2
6	1143	2
2	1146	1
